SPF,valid,size,inputs,outputs
"R(Z(), C(R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 2)))), P(2, 1))), C(R(Z(), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 1, 0, 2, 4, 6, 8, 10, 12]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 6, 0, 2, 4, 6, 8, 10, 12, 14]"
"C(S(), C(S(), C(S(), R(Z(), C(S(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 5, 5, 5, 6, 7, 8, 9, 10, 11]"
"C(R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 3, 3, 0, 1, 2, 3, 4, 5]"
"C(S(), C(S(), R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 2))))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 7, 11, 15, 19, 23, 27, 31, 35, 39]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 3, 3, 5, 7, 9, 11, 13, 15, 17]"
"C(S(), C(S(), R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 3, 3, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 3, 1, 1, 1, 1, 1, 1, 1, 1]"
"C(S(), C(S(), C(S(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), R(Z(), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 5, 4, 3, 3, 3, 3, 3, 3, 3]"
"C(S(), R(C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), Z())))))))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[9, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 2, 0, 1, 2, 3, 4, 5, 6, 7]"
"C(R(C(S(), Z()), C(R(Z(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1))))), P(2, 1))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 0, 2, 2, 3, 4, 5, 6, 7]"
"R(C(S(), Z()), C(R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 2, 2, 1, 2, 3, 4, 5, 6]"
"C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 2)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 2, 4, 2, 4, 2, 4, 2, 4]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), C(S(), R(Z(), C(S(), C(S(), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
"C(S(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 1, 1, 1, 2, 3, 4, 5, 6]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 3, 3, 2, 3, 4, 5, 6, 7]"
"R(Z(), C(S(), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 3, 3, 1, 2, 3, 4, 5, 6]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 2))))))), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 5, 8, 11, 14, 17, 20, 23, 26]"
"C(R(C(S(), C(S(), Z())), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), P(2, 1))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 0, 3, 4, 5, 6, 7, 8, 9]"
"C(R(C(S(), Z()), C(R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 2)))), P(2, 1))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 0, 2, 2, 2, 2, 2, 2, 2]"
"R(Z(), C(S(), C(S(), C(R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 3, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(S(), R(Z(), C(S(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 2)))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 7, 10, 13, 16, 19, 22, 25, 28, 31]"
"C(S(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(Z(), P(2, 1)), P(2, 2))), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 5, 4, 3, 2, 1, 1, 1, 1, 1]"
"C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), R(Z(), P(2, 1)))))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[9, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
"C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 5, 4, 3, 5, 4, 3, 5, 4, 3]"
"C(S(), R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 1, 2, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 4, 6, 8, 10, 12, 14, 16, 18]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), P(2, 1)))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 5, 6, 7, 8, 9, 10, 11]"
"C(S(), R(C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), Z())))))), C(R(Z(), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 6, 5, 4, 3, 2, 1, 1, 1, 1]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), C(S(), C(S(), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 10, 13, 16, 19, 22, 25, 28, 31, 34]"
"C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 0, 0, 1, 0, 1, 2, 3, 4]"
"R(Z(), C(R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2)))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 0, 1, 1, 1, 1, 1, 1, 1]"
"C(S(), C(S(), R(Z(), C(R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 2, 4, 3, 2, 4, 3, 2, 4]"
"C(S(), R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 2, 5, 8, 11, 14, 17, 20, 23]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 2, 5, 6, 7, 8, 9, 10, 11]"
"R(C(S(), C(S(), Z())), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), P(2, 1)), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 5, 0, 1, 2, 3, 4, 5, 6, 7]"
"C(S(), R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 5, 4, 5, 6, 7, 8, 9, 10]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 6, 3, 0, 6, 3, 0, 6, 3, 0]"
"C(S(), R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 4, 4, 1, 2, 3, 4, 5, 6, 7]"
"C(S(), C(S(), C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 2))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 7, 6, 5, 4, 3, 7, 6, 5, 4]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))))), C(S(), C(S(), S())))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[18, 24, 30, 36, 42, 48, 54, 60, 66, 72]"
"R(C(S(), C(S(), Z())), C(R(Z(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 1))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 2))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
"C(R(Z(), P(2, 1)), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), R(C(S(), Z()), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 1, 0, 0, 1, 0, 0, 1, 0]"
"C(R(Z(), C(S(), C(S(), P(2, 1)))), R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 0, 2, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), R(C(S(), C(S(), C(S(), Z()))), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 2, 1, 1, 2, 3, 4, 5, 6, 7]"
"R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 0, 2, 3, 4, 5, 6, 7, 8]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 2, 0, 2, 4, 6, 8, 10, 12]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), C(S(), R(C(S(), C(S(), Z())), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 6, 8, 10, 12, 14, 16, 18, 20, 22]"
"R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 3, 3, 2, 3, 4, 5, 6, 7]"
"C(S(), C(S(), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), R(C(S(), Z()), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 2, 4, 3, 2, 4, 3, 2, 4, 3]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1))))), C(R(Z(), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 1, 3, 3, 4, 5, 6, 7, 8]"
"C(R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(Z(), P(2, 1)), P(2, 2))), R(C(S(), Z()), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 4, 3, 2, 1, 0, 0, 0, 0, 0]"
"R(Z(), C(S(), C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 3, 2, 2, 3, 4, 5, 6, 7]"
"C(R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(Z(), P(2, 1)), P(2, 1))))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 1, 1, 3, 4, 5, 6, 7, 8]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), R(Z(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 2, 2, 4, 6, 8, 10, 12, 14]"
"C(R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), P(2, 1)), P(2, 1))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 5, 0, 1, 2, 3, 4, 5, 6]"
"C(S(), R(Z(), C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 2, 2, 2, 3, 4, 5, 6, 7]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), R(C(S(), C(S(), Z())), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[9, 1, 5, 9, 13, 17, 21, 25, 29, 33]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 10, 12, 14, 16, 18, 20, 22, 24, 26]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), R(C(S(), C(S(), C(S(), Z()))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[12, 0, 4, 8, 12, 16, 20, 24, 28, 32]"
"C(S(), C(S(), R(Z(), C(R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 4, 3, 2, 3, 2, 3, 2, 3, 2]"
"R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 2)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 3, 2, 1, 0, 3, 2, 1, 0, 3]"
"C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 2, 2, 2, 2, 2, 2, 2, 2]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 2, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), C(S(), C(R(Z(), P(2, 1)), R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 6, 11, 16, 21, 26, 31, 36, 41, 46]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))), R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"C(S(), C(S(), C(S(), C(S(), R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
"C(S(), R(Z(), C(S(), C(R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 4, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 4, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 3, 2, 3, 2, 3, 2, 3, 2]"
"R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 2, 0, 1, 1, 1, 1, 1, 1, 1]"
"R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 2, 0, 1, 2, 3, 4, 5, 6]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), R(C(S(), C(S(), Z())), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 4, 7, 10, 13, 16, 19, 22, 25, 28]"
"C(S(), C(S(), R(C(S(), Z()), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 2, 2, 2, 2, 3, 4, 5, 6, 7]"
"R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 2)))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 7, 12, 17, 22, 27, 32, 37, 42, 47]"
"C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), R(C(S(), C(S(), C(S(), Z()))), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[9, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"C(S(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), C(S(), C(S(), P(2, 2)))), R(C(S(), Z()), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 2, 3, 5, 7, 9, 11, 13, 15, 17]"
"R(Z(), C(S(), C(R(C(S(), Z()), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), P(2, 1))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 1, 4, 7, 10, 13, 16, 19, 22]"
"C(S(), C(S(), C(S(), R(C(S(), C(S(), C(S(), Z()))), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 4, 3, 4, 5, 6, 7, 8, 9, 10]"
"R(C(S(), C(S(), Z())), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 1, 0, 0, 0, 1, 2, 3, 4, 5]"
"C(S(), R(C(S(), Z()), C(R(Z(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1)))), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 1, 4, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(S(), C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 7, 6, 7, 8, 9, 10, 11, 12, 13]"
"C(R(C(S(), Z()), P(2, 1)), R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 2, 1, 0, 1, 3, 2, 1, 0]"
"C(S(), C(S(), R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), C(R(Z(), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 2, 2, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), R(Z(), C(S(), C(S(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), P(2, 2)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 5, 4, 5, 4, 5, 4, 5, 4]"
"R(Z(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 1, 1, 1, 1, 2, 3, 4, 5]"
"C(R(Z(), P(2, 1)), R(C(S(), C(S(), C(S(), Z()))), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 1, 0, 0, 1, 0, 0, 1, 0, 0]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 6, 4, 6, 8, 10, 12, 14, 16, 18]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 4, 1, 4, 7, 10, 13, 16, 19, 22]"
"R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 7, 6, 7, 8, 9, 10, 11, 12, 13]"
"C(S(), C(S(), C(S(), C(S(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), S()))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 5, 6, 5, 6, 5, 6, 5, 6, 5]"
"R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 4, 0, 1, 2, 3, 4, 5, 6]"
"C(R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 5, 5, 0, 1, 2, 3, 4, 5, 6]"
"C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 2, 1, 0, 2, 1, 0, 2, 1]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 2)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
