SPF,valid,depth,inputs,outputs
"R(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), Z()))), C(C(S(), R(Z(), P(2, 1))), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 1, 1, 2, 3, 4, 5]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 2, 2, 2, 2, 5, 8]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))), R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[8, 12, 16, 20, 24, 28, 32]"
"R(C(C(C(S(), S()), S()), C(C(S(), S()), Z())), C(C(S(), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 1, 1, 1, 2, 3, 4]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 2, 3, 2, 1, 0, 0]"
"C(C(C(C(S(), S()), C(S(), S())), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))), R(C(C(S(), S()), C(S(), Z())), C(S(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 4, 4, 5, 6, 7, 8]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), C(C(C(S(), S()), C(S(), S())), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[10, 9, 10, 11, 12, 13, 14]"
"C(R(C(C(S(), S()), C(S(), Z())), P(2, 1)), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 3, 3, 3, 3, 0, 1]"
"C(C(C(C(S(), S()), C(S(), S())), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))), R(C(C(S(), S()), C(S(), Z())), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 4, 4, 4, 5, 6, 7]"
"R(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 1, 1, 0, 1, 2, 3]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), C(C(C(S(), S()), S()), C(C(S(), S()), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[10, 10, 11, 12, 13, 14, 15]"
"C(R(C(C(S(), S()), C(S(), Z())), C(S(), P(2, 1))), R(Z(), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 3, 1, 2, 3, 4, 5]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), R(C(C(S(), S()), Z()), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 3, 6, 9, 12, 15, 18]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), C(C(S(), S()), C(S(), Z())))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[12, 12, 12, 12, 12, 12, 12]"
"R(C(C(C(S(), S()), S()), C(C(S(), S()), Z())), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 0, 0, 0, 0, 1, 2]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), C(C(S(), S()), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 7, 8, 9, 10, 11, 12]"
"R(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 0, 0, 1, 2, 3, 4]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), R(C(C(S(), S()), C(S(), Z())), C(S(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 2, 1, 0, 0, 0, 0]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 15, 21, 27, 33, 39, 45]"
"C(C(C(C(S(), S()), C(S(), S())), R(C(S(), Z()), P(2, 1))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 5, 5, 5, 5, 4, 5]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), R(C(C(S(), S()), C(S(), Z())), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 3, 2, 1, 0, 0, 0]"
"C(C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 0, 0, 1, 0, 1, 2]"
"C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), S()))), C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[8, 9, 8, 9, 10, 11, 12]"
"C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[11, 10, 9, 8, 8, 8, 8]"
"R(C(C(C(S(), S()), S()), C(C(S(), S()), Z())), C(C(S(), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 4, 3, 2, 1, 1, 1]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 0, 3, 3, 3, 3, 3]"
"C(R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 1))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 0, 2, 2, 2, 2, 2]"
"R(C(C(C(S(), S()), S()), C(C(S(), S()), Z())), C(C(C(S(), S()), S()), C(C(S(), S()), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 10, 15, 20, 25, 30, 35]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 2, 2, 2, 5, 8, 11]"
"C(C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))), R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 3, 6, 9, 12, 15, 18]"
"C(C(S(), R(C(S(), Z()), P(2, 1))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 2, 2, 1, 2, 3, 4]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))), C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), Z()))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[13, 13, 13, 13, 13, 13, 13]"
"C(C(C(C(S(), S()), S()), R(C(S(), Z()), P(2, 1))), R(Z(), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 4, 3, 4, 5, 6, 7]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))), C(C(S(), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[8, 8, 8, 8, 9, 10, 11]"
"R(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 5, 3, 1, 1, 1, 1]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(S(), S()), Z()))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[8, 8, 8, 8, 8, 8, 8]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), Z()))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[15, 15, 15, 15, 15, 15, 15]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[8, 5, 5, 6, 7, 8, 9]"
"C(C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))), R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[1, 2, 5, 8, 11, 14, 17]"
"R(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), R(Z(), P(2, 1))), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 1, 1, 2, 3, 4, 5]"
"R(C(C(C(S(), S()), S()), C(C(S(), S()), Z())), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(2, 2)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 12, 19, 26, 33, 40, 47]"
"C(R(C(C(S(), S()), C(S(), Z())), P(2, 1)), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 3, 3, 3, 0, 1, 2]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), C(C(S(), S()), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 7, 9, 11, 13, 15, 17]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[17, 20, 23, 26, 29, 32, 35]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 13, 19, 25, 31, 37, 43]"
"R(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 6, 7, 8, 9, 10, 11]"
"C(R(C(C(S(), S()), Z()), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 2, 2, 0, 1, 2, 3]"
"C(C(C(C(S(), S()), C(S(), S())), R(C(S(), Z()), P(2, 1))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 5, 5, 5, 4, 5, 6]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), S())), C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 7, 6, 7, 8, 9, 10]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 5, 5, 6, 7, 8, 9]"
"C(R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 1))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 2, 2, 2, 2, 0, 0]"
"C(C(C(S(), S()), C(S(), S())), R(C(C(S(), S()), C(S(), Z())), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 4, 5, 6, 7, 8, 9]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))), C(C(S(), R(Z(), P(2, 1))), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 4, 4, 6, 8, 10, 12]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), S()), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[15, 12, 15, 18, 21, 24, 27]"
"R(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 0, 0, 1, 2, 3, 4]"
"C(C(C(C(S(), S()), C(S(), S())), R(C(S(), Z()), P(2, 1))), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 4, 4, 5, 4, 5, 6]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 9, 11, 13, 15, 17, 19]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[17, 19, 21, 23, 25, 27, 29]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), S())",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 8, 11, 14, 17, 20, 23]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), C(C(C(S(), S()), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 7, 7, 7, 9, 11, 13]"
"C(C(S(), R(C(S(), Z()), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 2, 2, 1, 2, 3, 4]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), C(C(S(), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 6, 6, 6, 7, 8, 9]"
"R(C(C(C(S(), S()), S()), C(C(S(), S()), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 1, 0, 1, 2, 3, 4]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), R(Z(), P(2, 1))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 2, 2, 2, 2, 2, 2]"
"C(C(C(S(), R(Z(), P(2, 1))), R(Z(), P(2, 1))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 1, 1, 1, 1, 1, 1]"
"C(C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 1, 1, 1, 1, 1, 1]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), C(C(S(), R(Z(), P(2, 1))), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 2, 2, 1, 0, 0, 0]"
"C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[10, 8, 8, 9, 10, 11, 12]"
"C(R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 1))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 2, 2, 2, 0, 0, 1]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 3, 3, 3, 0, 0, 1]"
"R(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), R(Z(), P(2, 1))), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 2, 2, 3, 4, 5, 6]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(S(), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 5, 8, 11, 14, 17, 20]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), R(Z(), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 2, 5, 8, 11, 14, 17]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), S()), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[11, 11, 11, 14, 17, 20, 23]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))), C(S(), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 4, 6, 8, 10, 12, 14]"
"R(C(C(C(S(), S()), S()), C(C(S(), S()), Z())), C(C(C(S(), S()), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 2, 2, 2, 3, 4, 5]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), C(S(), Z())), C(S(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[10, 8, 9, 10, 11, 12, 13]"
"R(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), Z()))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 0, 0, 0, 1, 2, 3]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 6, 3, 6, 9, 12, 15]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[12, 9, 6, 3, 3, 3, 3]"
"C(R(C(C(S(), S()), C(S(), Z())), P(2, 1)), R(Z(), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 3, 0, 1, 2, 3, 4]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), C(C(C(S(), S()), R(Z(), P(2, 1))), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 7, 7, 9, 11, 13, 15]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))), C(C(C(S(), S()), C(S(), S())), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[12, 10, 12, 14, 16, 18, 20]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(S(), S()), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[8, 8, 11, 14, 17, 20, 23]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))), C(C(C(S(), S()), S()), C(C(S(), S()), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[12, 12, 14, 16, 18, 20, 22]"
"C(R(C(S(), Z()), P(2, 1)), R(C(C(S(), S()), C(S(), Z())), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 1, 0, 1, 2, 3, 4]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), Z()), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 7, 8, 9, 10, 11, 12]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), R(C(S(), Z()), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 2, 5, 8, 11, 14, 17]"
"C(C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[1, 1, 1, 1, 1, 1, 0]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 6, 5, 5, 5, 5, 5]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 11, 13, 15, 17, 19, 21]"
"C(C(C(C(S(), S()), S()), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 3, 3, 3, 3, 3, 4]"
"C(C(C(C(S(), S()), C(S(), S())), R(C(S(), Z()), P(2, 1))), R(Z(), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 5, 4, 5, 6, 7, 8]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))), C(C(S(), S()), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 6, 8, 10, 12, 14, 16]"
"C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), S()))), C(C(C(S(), S()), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[10, 10, 10, 10, 11, 12, 13]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), R(C(S(), Z()), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 3, 6, 9, 12, 15, 18]"
"C(R(C(C(S(), S()), C(S(), Z())), P(2, 1)), R(C(S(), Z()), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 3, 0, 1, 2, 3, 4]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), C(S(), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[1, 2, 1, 0, 0, 0, 0]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), C(C(C(S(), S()), S()), C(S(), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 9, 10, 11, 12, 13, 14]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 3, 3, 3, 3, 5, 7]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), R(Z(), P(2, 1)))), R(C(C(S(), S()), C(S(), Z())), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 3, 3, 4, 5, 6, 7]"
"R(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 2)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 3, 2, 1, 0, 0, 0]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), C(C(C(S(), S()), C(S(), S())), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[11, 11, 11, 13, 15, 17, 19]"
"C(C(C(C(S(), S()), S()), C(S(), R(Z(), P(2, 1)))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 4, 4, 4, 5, 6, 7]"
"C(C(C(C(S(), S()), C(S(), S())), R(C(S(), Z()), P(2, 1))), R(C(S(), Z()), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 5, 4, 5, 6, 7, 8]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[8, 2, 2, 4, 6, 8, 10]"
"C(R(C(C(S(), S()), C(S(), Z())), C(S(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 3, 3, 1, 2, 3, 4]"
"C(C(C(S(), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))), R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[1, 2, 4, 6, 8, 10, 12]"
