,expr,arity,inputs,outputs,len_expr
79,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 16, 18, 10, 11]",149
269,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[6, 16, 18, 8, 13]",149
275,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 17, 17, 9, 12]",149
1489,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), C(S(), P(5, 3)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 16, 18, 8, 11]",149
1544,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), C(S(), P(5, 3)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 17, 17, 9, 12]",149
1758,"R(R(P(1, 1), P(3, 1), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 14, 16, 9, 12]",149
1809,"R(R(P(1, 1), P(3, 1), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 15, 15, 10, 11]",149
2757,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 16, 16, 12, 11]",149
2801,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 17, 17, 11, 12]",149
501,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(5, 3)), P(5, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 12, 11, 3, 8]",151
2237,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 9, 9, 5, 6]",151
2245,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 9, 10, 4, 6]",151
2277,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 9, 9, 1, 9]",151
2302,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 9, 7, 5, 9]",151
2325,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 10, 9, 1, 8]",151
2338,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 7, 9, 3, 9]",151
3057,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 11, 12, 4, 9]",151
3094,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), P(5, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 9, 10, 6, 6]",151
3099,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), P(5, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 9, 11, 5, 6]",151
353,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), P(5, 3), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 7, 8, 0, 6]",155
385,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), P(5, 3), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 8, 7, 1, 7]",155
507,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(5, 3)), P(5, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[6, 12, 11, 3, 11]",155
978,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 2), C(S(), P(5, 3)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 15, 16, 8, 10]",155
1044,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 2), C(S(), P(5, 3)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 16, 17, 7, 11]",155
1599,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 9, 10, 6, 9]",155
1602,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 9, 11, 5, 9]",155
1631,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 10, 10, 6, 8]",155
1636,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 10, 11, 5, 8]",155
2184,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), P(5, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 12, 11, 3, 11]",155
2283,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 9, 9, 5, 9]",155
2289,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 9, 10, 4, 9]",155
2329,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 10, 9, 5, 8]",155
2335,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 10, 10, 4, 8]",155
2890,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 11, 14, 8, 8]",155
3060,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 11, 12, 4, 12]",155
3066,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 12, 13, 5, 11]",155
357,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), P(5, 3), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 7, 8, 4, 9]",159
359,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), P(5, 3), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 8, 9, 3, 8]",159
389,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), P(5, 3), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 8, 7, 5, 10]",159
393,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), P(5, 3), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 9, 8, 4, 9]",159
984,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 2), C(S(), P(5, 3)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 15, 16, 12, 13]",159
1059,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 2), C(S(), P(5, 3)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 17, 18, 10, 13]",159
2288,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 13, 12, 6, 11]",159
2609,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 13, 14, 9, 8]",159
2612,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 13, 15, 8, 8]",159
2641,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 13, 14, 5, 11]",159
2674,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 14, 14, 5, 10]",159
40,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 17, 17, 7, 12]",163
55,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 16, 16, 12, 11]",163
305,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 15, 17, 7, 14]",163
308,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[6, 16, 16, 8, 13]",163
1492,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), C(S(), P(5, 3)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 15, 17, 7, 10]",163
1548,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), C(S(), P(5, 3)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 16, 16, 8, 11]",163
2648,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 13, 15, 8, 11]",163
2676,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 14, 14, 9, 10]",163
2762,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 15, 17, 11, 10]",163
2811,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 16, 18, 10, 11]",163
2768,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[6, 16, 16, 12, 12]",167
2819,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[6, 16, 18, 10, 14]",167
838,"P(4, 1)",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[3, 8, 5, 7, 10]",7
843,"P(4, 2)",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[4, 3, 6, 8, 3]",7
845,"P(4, 3)",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[8, 1, 1, 10, 7]",7
848,"P(4, 4)",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[10, 1, 1, 5, 6]",7
951,"C(S(), P(4, 1))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[4, 9, 6, 8, 11]",15
1004,"C(S(), P(4, 2))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[5, 4, 7, 9, 4]",15
1013,"C(S(), P(4, 3))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[9, 2, 2, 11, 8]",15
1024,"C(S(), P(4, 4))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[11, 2, 2, 6, 7]",15
1030,"C(S(), C(S(), P(4, 1)))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[5, 10, 7, 9, 12]",23
1658,"C(S(), C(S(), P(4, 2)))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[6, 5, 8, 10, 5]",23
1665,"C(S(), C(S(), P(4, 3)))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[10, 3, 3, 12, 9]",23
1670,"C(S(), C(S(), P(4, 4)))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[12, 3, 3, 7, 8]",23
1408,"R(P(1, 1), P(5, 1), P(3, 1))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[2, 7, 4, 6, 9]",28
1724,"C(C(S(), S()), C(S(), P(4, 1)))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[6, 11, 8, 10, 13]",31
1733,"C(C(S(), S()), C(S(), P(4, 2)))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[7, 6, 9, 11, 6]",31
1737,"C(C(S(), S()), C(S(), P(4, 3)))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[11, 4, 4, 13, 10]",31
1742,"C(C(S(), S()), C(S(), P(4, 4)))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[13, 4, 4, 8, 9]",31
2154,"R(S(), C(S(), P(5, 2)), P(3, 1))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[8, 12, 12, 16, 14]",32
2163,"R(S(), C(S(), P(5, 2)), P(3, 2))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[12, 10, 7, 18, 18]",32
2177,"R(S(), C(S(), P(5, 2)), P(3, 3))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[14, 10, 7, 13, 17]",32
1814,"C(R(P(1, 1), P(2, 1), Z()), P(4, 2))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[3, 2, 5, 7, 2]",36
1819,"C(R(P(1, 1), P(2, 1), Z()), P(4, 3))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[7, 0, 0, 9, 6]",36
1825,"C(R(P(1, 1), P(2, 1), Z()), P(4, 4))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[9, 0, 0, 4, 5]",36
2374,"R(P(1, 1), C(S(), P(5, 2)), P(3, 2))",4,"[[3, 4, 8, 10], [8, 3, 1, 1], [5, 6, 1, 1], [7, 8, 10, 5], [10, 3, 7, 6]]","[11, 9, 6, 17, 17]",36
