,expr,inputs,outputs,len,arity
5690,"R(C(R(S(), R(S(), P(3, 2), S()), Z()), P(3, 3)), C(C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()))), P(4, 3), C(C(S(), S()), C(C(S(), S()), C(S(), Z())))), C(S(), C(S(), Z())), P(4, 3)), P(4, 2), C(C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()))), P(4, 3), C(C(S(), S()), C(C(S(), S()), C(S(), Z())))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 9, 7, 21, 17, 45, 37, 93, 77, 189)",672,1.0
5691,"R(C(R(S(), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 2), C(C(S(), S()), C(C(S(), S()), C(S(), Z())))), P(4, 1), C(C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 2), C(C(S(), S()), C(C(S(), S()), C(S(), Z())))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), Z(), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 5, 2, 2, 2, 2, 2, 2, 2, 2)",672,1.0
5692,"R(C(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(C(S(), P(3, 2)), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), P(4, 1), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z())))), C(R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z()))), Z(), P(4, 1)), C(R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z()))), Z(), P(4, 1)), Z(), C(C(S(), S()), C(S(), Z())), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 1, 1, 1, 1, 1, 3, 5, 7, 9)",672,1.0
5693,"R(C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), P(3, 3)), P(4, 1), C(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(3, 2)), R(P(1, 1), R(S(), P(3, 2), S()), Z())), C(C(S(), C(S(), P(3, 2))), P(4, 4), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z())))), P(4, 4)), C(C(S(), C(S(), P(3, 2))), P(4, 4), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z())))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 7, 7, 7, 7, 7, 7, 7, 7, 7)",680,1.0
5694,"R(C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 2), P(4, 3), C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 1), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2))), C(C(S(), S()), C(S(), S()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(S(), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 30, 30, 30, 30, 30, 30, 30, 30, 30)",684,1.0
5695,"R(C(C(S(), C(C(S(), S()), C(S(), P(3, 2)))), R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(C(S(), C(S(), S())), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S()))), R(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))), C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(23, 11, 11, 12, 14, 16, 19, 22, 25, 28)",685,1.0
5696,"R(C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), P(4, 2), C(C(C(S(), S()), C(S(), P(3, 3))), Z(), C(C(S(), S()), C(S(), Z())), C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), P(4, 1), C(S(), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z())))), C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), P(4, 1), C(S(), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(14, 20, 20, 20, 20, 20, 20, 20, 20, 20)",687,1.0
5697,"R(C(R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(3, 2))), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(P(1, 1), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3)))), C(C(R(S(), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), P(3, 1), S())), C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(3, 2))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), Z(), P(4, 2)), C(S(), C(C(S(), S()), C(S(), Z())))), P(4, 2), P(4, 4), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(9, 21, 1, 1, 1, 1, 1, 1, 1, 1)",699,1.0
5698,"R(C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), P(4, 1), C(S(), C(S(), Z()))), C(R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), P(4, 1), C(S(), C(S(), Z()))), C(R(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), R(S(), P(3, 2), S())), Z()), P(4, 1)), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(S(), Z()), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 0, 0, 1, 0, 0, 0, 0, 0, 0)",701,1.0
5699,"R(R(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z()))), C(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(3, 1)))), C(S(), C(C(S(), S()), C(S(), P(3, 3)))), C(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 2), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z())))), C(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 2), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z())))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 27, 31, 35, 39, 43, 47, 51, 55, 59)",704,1.0
5700,"R(C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(C(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 3)))), P(4, 2), C(C(S(), S()), C(S(), Z())), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), P(4, 4), C(C(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 3)))), P(4, 2), C(C(S(), S()), C(S(), Z())), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(14, 48, 48, 48, 48, 48, 48, 48, 48, 48)",704,1.0
5701,"R(C(R(S(), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 2), P(4, 2), C(C(C(S(), S()), C(C(S(), S()), C(S(), P(2, 1)))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), P(4, 2), Z(), P(4, 2))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z()))), C(C(S(), S()), C(S(), Z())), Z()), C(C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z()))), C(C(S(), S()), C(S(), Z())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 9, 9, 9, 9, 9, 9, 9, 9, 9)",705,1.0
5702,"R(C(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2))), R(P(1, 1), P(2, 1), Z())), P(4, 3), C(C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()))), P(4, 3), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))), P(4, 1), C(C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()))), P(4, 3), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(C(S(), S()), C(S(), Z())), C(S(), Z()), C(S(), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 16, 1, 1, 1, 2, 4, 6, 8)",708,1.0
5703,"R(C(S(), C(S(), P(3, 3))), C(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2))), R(P(1, 1), P(2, 1), Z())), P(4, 3), C(C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()))), P(4, 3), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))), C(R(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), R(S(), P(3, 2), S()), Z())), P(4, 1), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), P(4, 3), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 11, 35, 33, 31, 29, 27, 25, 23, 21)",716,1.0
5704,"R(P(3, 1), P(4, 3), P(4, 4), C(R(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 2))), S()), Z(), P(4, 1)), C(C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(S(), Z()), C(S(), C(S(), Z())), C(C(R(S(), P(2, 1), C(S(), Z())), R(P(1, 1), P(3, 1), S())), Z(), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(S(), Z()), C(S(), C(S(), Z())), C(C(R(S(), P(2, 1), C(S(), Z())), R(P(1, 1), P(3, 1), S())), Z(), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 8, 4, 3, 5, 7, 9, 11, 13, 15)",718,1.0
5705,"R(R(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), S()), C(R(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()), C(S(), C(C(S(), S()), C(S(), P(3, 1))))), C(C(R(S(), R(S(), P(3, 2), S()), Z()), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z()))), C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 10, 0, 0, 2, 16, 33, 53, 76, 102)",728,1.0
5706,"R(R(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z()))), C(C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 1)))), C(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3)))), C(R(C(C(S(), S()), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(C(S(), S()), C(S(), S()))), C(S(), P(3, 3)), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), C(S(), C(C(S(), S()), C(S(), Z()))), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 63, 3, 51, 9, 51, 9, 51, 9, 51)",732,1.0
5707,"R(C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), P(4, 3), P(4, 2), C(C(S(), C(C(S(), S()), C(S(), P(3, 1)))), C(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 2), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z())))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), P(4, 4)), Z(), C(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 2), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z())))), C(S(), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(29, 0, 29, 0, 29, 0, 29, 0, 29, 0)",754,1.0
5708,"R(C(C(S(), S()), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 2), C(C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), Z(), Z(), P(4, 3)), P(4, 4), C(C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()))), C(R(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()), C(C(S(), S()), C(C(S(), S()), C(S(), Z())))), C(S(), Z())), C(R(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()), C(C(S(), S()), C(C(S(), S()), C(S(), Z())))), C(R(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()), C(C(S(), S()), C(C(S(), S()), C(S(), Z())))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(10, 8, 6, 7, 8, 6, 7, 8, 6, 7)",757,1.0
5709,"R(C(R(S(), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 1), P(4, 3), C(R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), C(S(), S()))), P(4, 4), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z())))), C(C(S(), S()), C(S(), Z())), C(C(C(C(S(), S()), C(S(), P(3, 1))), R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(S(), C(S(), P(3, 2)), S()), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z()))), R(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(C(S(), S()), C(S(), Z())))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z())))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 3, 11, 2, 19, 2, 19, 2, 19, 2)",775,1.0
5710,"R(C(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), P(3, 3))), C(R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2))), C(C(S(), S()), C(S(), S()))), C(C(C(S(), S()), C(S(), P(3, 1))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 3), C(S(), C(S(), Z()))), C(C(R(P(1, 1), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), P(3, 1))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 3), C(S(), C(S(), Z()))), P(4, 3))), P(4, 3), C(C(C(S(), S()), C(S(), P(3, 1))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 3), C(S(), C(S(), Z()))), C(S(), Z()), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 21, 21, 21, 21, 21, 21, 21, 21, 21)",782,1.0
5711,"R(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 1)))), C(R(P(1, 1), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), Z()), C(C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), P(4, 3), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))), C(C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), P(4, 3), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z())))), C(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(S(), C(S(), P(3, 2)), S()), C(S(), C(S(), Z()))), P(4, 1)), Z(), C(C(S(), S()), C(S(), Z())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(8, 20, 20, 20, 20, 20, 20, 20, 20, 20)",787,1.0
5712,"R(C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 3), C(C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), P(4, 3), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z())))), C(C(C(S(), S()), R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z()))), C(C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), P(4, 3), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 4, 4, 4, 4, 4, 4, 4, 4, 4)",792,1.0
