,expr,arity,inputs,outputs,len_expr
914,"C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[40, 22, 30, 22, 16]",99
956,"R(S(), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[1, 8, 1, 6, 1]",99
987,"R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), P(1, 1))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[3, 21, 3, 17, 7]",99
1174,"R(P(1, 1), C(C(S(), S()), C(S(), P(3, 2))), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[49, 22, 39, 23, 18]",99
1397,"C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[6, 0, 6, 0, 1]",99
1530,"R(S(), C(C(S(), S()), C(S(), P(3, 2))), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[38, 11, 33, 13, 12]",99
348,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(3, 2))), R(P(1, 1), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[81, 45, 61, 45, 33]",100
862,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(3, 2)), R(P(1, 1), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[62, 44, 42, 42, 28]",100
871,"C(R(S(), R(S(), P(3, 2), S()), Z()), R(R(P(1, 1), P(2, 1), Z()), P(3, 2), R(P(1, 1), P(2, 1), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[17, 17, 7, 15, 7]",100
1037,"R(S(), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[10, 19, 1, 16, 7]",100
1220,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[1, 17, 1, 13, 3]",100
1329,"R(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), S())",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[1, 19, 0, 15, 5]",100
1375,"R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[28, 19, 18, 18, 11]",100
1485,"R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), P(1, 1))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[1, 18, 1, 14, 4]",100
830,"R(R(S(), R(S(), P(3, 2), S()), Z()), P(3, 2), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[39, 39, 19, 35, 19]",101
41,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), C(S(), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[8, 26, 2, 22, 12]",103
118,"R(P(1, 1), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[0, 7, 0, 5, 0]",103
324,"C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[7, 2, 7, 2, 3]",103
369,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2))), R(P(1, 1), P(2, 1), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[80, 26, 70, 30, 28]",103
508,"R(R(C(S(), S()), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[3, 9, 3, 7, 2]",103
538,"C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[8, 2, 8, 2, 3]",103
901,"R(C(S(), S()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[15, 24, 5, 21, 12]",103
990,"R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), S()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[7, 25, 3, 21, 11]",103
1178,"R(P(1, 1), C(C(S(), S()), C(S(), P(3, 2))), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[37, 10, 32, 12, 11]",103
1231,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(C(S(), S()), C(S(), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[9, 27, 1, 23, 13]",103
1433,"C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[7, 2, 7, 2, 0]",103
1513,"C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[21, 5, 21, 5, 7]",103
185,"R(P(1, 1), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[9, 18, 0, 15, 6]",104
336,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(3, 2))), R(S(), R(S(), P(3, 2), S()), C(S(), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[85, 49, 65, 49, 37]",104
457,"C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), R(R(P(1, 1), P(2, 1), Z()), P(3, 2), R(P(1, 1), P(2, 1), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[16, 16, 6, 14, 6]",104
568,"R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[0, 16, 0, 12, 2]",104
734,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 2))), R(S(), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[103, 49, 83, 51, 41]",104
757,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 2))), R(S(), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[84, 48, 64, 48, 36]",104
846,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(3, 2)), R(S(), R(S(), P(3, 2), S()), C(S(), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[66, 48, 46, 46, 32]",104
1041,"R(S(), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[1, 7, 1, 5, 1]",104
1149,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), P(3, 2)), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[67, 49, 47, 47, 33]",104
1332,"R(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), P(1, 1))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[0, 17, 0, 13, 3]",104
1424,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 2), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[48, 48, 28, 44, 28]",104
1490,"R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), S()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[4, 22, 1, 18, 8]",104
1532,"R(R(S(), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[1, 7, 1, 5, 2]",104
497,"R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), P(3, 2), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[38, 38, 18, 34, 18]",105
64,"R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 2))), C(C(S(), S()), C(S(), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[71, 35, 61, 37, 33]",106
381,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2))), C(C(S(), S()), C(S(), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[90, 36, 80, 40, 38]",106
842,"R(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2))), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[56, 29, 46, 30, 25]",106
583,"R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(C(S(), S()), C(S(), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[8, 26, 0, 22, 12]",107
587,"C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[9, 4, 9, 4, 2]",107
858,"R(C(S(), S()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[2, 9, 2, 7, 2]",107
1438,"C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[6, 1, 6, 1, 2]",107
1536,"C(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[7, 1, 7, 1, 1]",107
35,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[2, 18, 2, 14, 4]",108
189,"R(P(1, 1), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[0, 6, 0, 4, 0]",108
240,"C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(R(P(1, 1), P(2, 1), Z()), P(3, 2), R(P(1, 1), P(2, 1), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[18, 18, 8, 16, 8]",108
245,"R(C(S(), S()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[11, 20, 2, 17, 8]",108
647,"C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[16, 1, 16, 1, 2]",108
747,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 2))), R(P(1, 1), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[101, 47, 81, 49, 39]",108
769,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 2))), R(P(1, 1), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[82, 46, 62, 46, 34]",108
873,"C(R(S(), R(S(), P(3, 2), S()), Z()), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[37, 19, 27, 19, 13]",108
1338,"R(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), S()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[3, 21, 0, 17, 7]",108
1541,"R(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[0, 6, 0, 4, 1]",108
499,"R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), P(3, 2), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[14, 14, 4, 12, 4]",109
1166,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[59, 41, 39, 39, 25]",109
1245,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(S(), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[23, 41, 3, 35, 17]",109
1443,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 2), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[40, 40, 20, 36, 20]",109
53,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(C(S(), S()), C(S(), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[10, 28, 2, 24, 14]",111
591,"C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[8, 3, 8, 3, 4]",111
759,"C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[6, 0, 6, 0, 0]",111
1008,"R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), C(S(), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[9, 27, 3, 23, 13]",111
1180,"R(C(S(), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[16, 25, 6, 22, 13]",111
67,"C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[15, 0, 15, 0, 1]",112
172,"R(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[2, 7, 2, 5, 3]",112
250,"R(C(S(), S()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[2, 8, 2, 6, 2]",112
319,"R(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), S())",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[1, 7, 0, 5, 0]",112
367,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(3, 2))), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[87, 51, 67, 51, 39]",112
404,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2))), R(S(), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[104, 50, 84, 52, 42]",112
461,"C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[36, 18, 26, 18, 12]",112
614,"R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 2), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[49, 49, 29, 45, 29]",112
634,"R(R(P(1, 1), P(2, 1), Z()), C(S(), C(S(), P(3, 2))), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[26, 8, 21, 9, 7]",112
701,"C(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[6, 1, 6, 1, 1]",112
738,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 2))), R(S(), R(S(), P(3, 2), S()), C(S(), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[105, 51, 85, 53, 43]",112
762,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 2))), R(S(), R(S(), P(3, 2), S()), C(S(), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[86, 50, 66, 50, 38]",112
878,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(3, 2)), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[68, 50, 48, 48, 34]",112
933,"R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[2, 8, 2, 6, 3]",112
1496,"R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), C(S(), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[6, 24, 1, 20, 10]",112
1259,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[21, 39, 1, 33, 15]",113
1366,"R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(S(), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[58, 40, 38, 38, 24]",113
882,"R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2))), C(C(S(), S()), C(S(), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[91, 37, 81, 41, 39]",114
1420,"R(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 2))), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[57, 30, 47, 31, 26]",114
1147,"R(C(S(), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[3, 10, 3, 8, 3]",115
0,"C(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[7, 2, 7, 2, 1]",116
131,"C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[5, 0, 5, 0, 0]",116
244,"C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[38, 20, 28, 20, 14]",116
325,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(3, 2))), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[57, 21, 47, 23, 19]",116
414,"R(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[1, 6, 1, 4, 2]",116
423,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2))), R(P(1, 1), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[102, 48, 82, 50, 40]",116
524,"R(R(P(1, 1), P(2, 1), Z()), C(C(S(), S()), C(S(), P(3, 2))), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[48, 21, 38, 22, 17]",116
1002,"R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[3, 19, 3, 15, 5]",116
1196,"R(C(S(), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[12, 21, 3, 18, 9]",116
1355,"R(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), C(S(), S())))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[5, 23, 0, 19, 9]",116
81,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(S(), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[24, 42, 4, 36, 18]",117
388,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(3, 2))), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[79, 43, 59, 43, 31]",117
626,"R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), R(S(), P(3, 2), S()), Z()))",2,"[[10, 10], [1, 10], [10, 5], [2, 9], [3, 5]]","[20, 38, 0, 32, 14]",117
