,expr,inputs,outputs,len,arity
1009,"C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), P(4, 3))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(8, 6, 8, 7, 6)",50,4.0
1010,"C(R(P(2, 2), P(3, 3), P(3, 1), Z(), Z()), P(4, 2))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(6, 8, 2, 1, 8)",50,4.0
1011,"C(R(R(C(S(), S()), P(2, 1), Z()), P(2, 1), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(3, 2, 8, 4, 2)",57,4.0
1012,"C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), C(S(), P(4, 4)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(2, 0, 7, 3, 1)",58,4.0
1013,"C(R(P(2, 1), P(3, 3), C(S(), P(3, 2)), Z(), Z()), P(4, 3))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(5, 4, 5, 4, 4)",58,4.0
1014,"C(R(P(2, 1), P(3, 3), C(S(), P(3, 2)), Z(), Z()), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(5, 0, 0, 4, 3)",58,4.0
1015,"C(R(P(2, 2), P(3, 3), P(3, 2), Z(), C(S(), Z())), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(1, 0, 0, 0, 1)",58,4.0
1016,"C(C(S(), R(C(S(), R(S(), P(2, 1), Z())), P(2, 1), Z())), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 3, 9, 5, 3)",65,4.0
1017,"C(R(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), P(2, 1), Z()), P(4, 2))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(5, 7, 1, 1, 7)",66,4.0
1018,"C(R(P(2, 1), P(3, 3), C(C(S(), S()), P(3, 3)), Z(), Z()), P(4, 2))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(12, 16, 4, 2, 16)",66,4.0
1019,"C(R(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(2, 1), Z()), P(4, 2))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 6, 0, 0, 6)",67,4.0
1020,"C(R(S(), C(C(S(), P(2, 2)), P(2, 1), C(S(), P(2, 2))), Z()), P(4, 3))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(21, 17, 21, 19, 17)",69,4.0
1021,"C(R(P(3, 3), P(4, 4), P(4, 2), C(S(), P(4, 3)), Z(), Z(), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(1, 1, 3, 2, 1)",72,4.0
1022,"C(R(P(3, 2), C(S(), P(4, 3)), P(4, 2), P(4, 3), Z(), Z(), Z()), P(4, 2))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(3, 4, 1, 1, 4)",72,4.0
1023,"C(R(P(3, 2), C(S(), P(4, 4)), P(4, 2), P(4, 3), Z(), Z(), Z()), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(3, 0, 0, 3, 2)",72,4.0
1024,"C(R(P(3, 2), P(4, 3), P(4, 4), C(S(), P(4, 3)), Z(), Z(), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(1, 0, 4, 2, 1)",72,4.0
1025,"C(R(P(3, 2), P(4, 4), P(4, 2), C(S(), P(4, 3)), Z(), Z(), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(1, 0, 2, 1, 0)",72,4.0
1026,"C(R(P(3, 2), C(S(), P(4, 4)), P(4, 2), P(4, 1), Z(), Z(), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(1, 0, 6, 2, 1)",72,4.0
1027,"C(R(R(S(), C(R(S(), P(2, 2), Z()), P(2, 2)), Z()), P(2, 1), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(2, 1, 2, 2, 2)",74,4.0
1028,"C(C(R(C(S(), P(2, 1)), P(3, 3), C(S(), P(3, 2)), Z(), Z()), S()), P(4, 2))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(5, 6, 3, 2, 6)",74,4.0
1029,"C(S(), C(R(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), P(2, 1), Z()), P(4, 4)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(2, 2, 7, 3, 2)",74,4.0
1030,"C(R(P(2, 2), P(3, 3), P(3, 2), C(R(S(), P(2, 2), Z()), Z()), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(1, 1, 0, 0, 0)",75,4.0
1031,"C(C(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), P(2, 1)), P(4, 4), C(S(), P(4, 4)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(2, 1, 7, 3, 1)",78,4.0
1032,"C(C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), P(3, 1)), P(4, 2), P(4, 4), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(5, 7, 1, 0, 7)",80,4.0
1033,"C(R(P(3, 1), C(S(), P(4, 4)), C(S(), P(4, 4)), P(4, 2), Z(), Z(), Z()), P(4, 3))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(5, 4, 5, 5, 4)",80,4.0
1034,"C(R(P(3, 3), C(S(), P(4, 3)), P(4, 4), C(S(), P(4, 3)), Z(), Z(), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(2, 1, 4, 2, 1)",80,4.0
1035,"C(R(C(C(S(), S()), P(3, 2)), P(4, 1), P(4, 2), P(4, 4), Z(), Z(), Z()), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(10, 2, 2, 9, 6)",80,4.0
1036,"C(R(P(3, 3), P(4, 3), P(4, 4), C(S(), P(4, 2)), Z(), Z(), Z()), C(S(), P(4, 2)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(3, 4, 2, 1, 4)",80,4.0
1037,"C(R(P(3, 1), C(S(), P(4, 3)), P(4, 2), P(4, 2), Z(), C(S(), Z()), Z()), P(4, 3))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(5, 4, 5, 6, 4)",80,4.0
1038,"C(C(S(), R(P(3, 2), C(S(), P(4, 3)), P(4, 2), P(4, 1), Z(), Z(), Z())), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(2, 1, 5, 3, 2)",80,4.0
1039,"C(R(P(3, 2), P(4, 1), P(4, 4), P(4, 2), Z(), C(S(), Z()), C(S(), Z())), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(0, 1, 5, 1, 0)",80,4.0
1040,"C(R(P(3, 3), C(S(), P(4, 4)), P(4, 2), C(S(), P(4, 3)), Z(), Z(), Z()), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(7, 1, 1, 6, 4)",80,4.0
1041,"C(R(P(3, 1), P(4, 4), P(4, 3), C(S(), C(S(), P(4, 2))), Z(), Z(), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(2, 0, 8, 4, 2)",80,4.0
1042,"C(R(P(2, 2), C(C(S(), S()), P(3, 3)), P(3, 2), Z(), Z()), C(C(S(), S()), P(4, 4)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 2, 10, 6, 4)",82,4.0
1043,"C(R(R(P(2, 2), P(3, 1), P(3, 2), C(S(), Z()), Z()), P(2, 1), C(S(), Z())), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(0, 0, 5, 1, 1)",83,4.0
1044,"C(C(R(P(1, 1), P(2, 1), Z()), R(P(2, 1), P(3, 3), C(S(), P(3, 2)), Z(), Z())), P(4, 3))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 3, 4, 3, 3)",87,4.0
1045,"C(C(C(C(S(), P(3, 3)), Z(), P(3, 1), P(3, 1)), P(2, 2), P(2, 1), P(2, 2)), Z(), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(11, 2, 2, 10, 7)",88,4.0
1046,"C(R(C(S(), P(3, 1)), P(4, 3), P(4, 4), C(S(), P(4, 3)), Z(), Z(), Z()), C(S(), P(4, 2)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 5, 2, 2, 5)",88,4.0
1047,"C(C(C(S(), P(3, 2)), S(), R(P(2, 2), P(3, 3), C(S(), P(3, 2)), Z(), Z()), Z()), P(4, 3))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(6, 5, 6, 6, 5)",88,4.0
1048,"C(R(P(3, 2), P(4, 1), P(4, 4), P(4, 2), C(S(), Z()), C(S(), Z()), C(S(), Z())), P(4, 2))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 6, 0, 1, 6)",88,4.0
1049,"C(R(P(3, 3), P(4, 2), C(S(), C(S(), P(4, 3))), C(S(), P(4, 3)), Z(), Z(), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(5, 1, 15, 7, 3)",88,4.0
1050,"C(C(S(), S()), C(R(P(3, 3), P(4, 3), P(4, 4), C(S(), P(4, 3)), Z(), Z(), Z()), P(4, 1)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(7, 3, 3, 7, 5)",88,4.0
1051,"C(C(R(S(), P(2, 1), Z()), R(P(3, 2), P(4, 1), P(4, 4), P(4, 1), Z(), Z(), Z())), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(1, 1, 6, 2, 1)",89,4.0
1052,"C(R(C(S(), P(3, 3)), P(4, 1), C(P(2, 2), P(4, 1), Z()), P(4, 2), Z(), Z(), Z()), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(9, 1, 1, 8, 5)",89,4.0
1053,"C(R(R(P(3, 3), C(S(), P(4, 4)), P(4, 2), P(4, 3), Z(), Z(), Z()), P(2, 1), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(0, 0, 2, 1, 0)",89,4.0
1054,"C(R(R(P(3, 2), P(4, 3), P(4, 4), C(S(), P(4, 3)), Z(), Z(), Z()), P(2, 1), Z()), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 0, 0, 4, 2)",89,4.0
1055,"C(R(C(S(), P(2, 2)), P(3, 3), P(3, 2), C(C(S(), C(S(), P(2, 2))), Z(), Z()), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(3, 3, 1, 1, 1)",91,4.0
1056,"C(R(P(2, 2), C(C(P(2, 1), Z(), S()), P(3, 2)), C(S(), C(S(), P(3, 3))), Z(), Z()), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(20, 2, 2, 18, 12)",91,4.0
1057,"C(R(C(C(S(), P(3, 2)), Z(), P(2, 2), P(2, 2)), P(3, 3), C(S(), P(3, 2)), Z(), Z()), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(6, 2, 2, 6, 4)",92,4.0
1058,"C(C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), R(P(2, 2), P(3, 1), P(3, 2), Z(), Z())), P(4, 3))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(6, 4, 6, 5, 4)",93,4.0
1059,"C(R(P(3, 1), C(C(S(), P(2, 1)), P(4, 3), P(4, 2)), P(4, 4), P(4, 2), Z(), Z(), Z()), P(4, 2))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(3, 3, 1, 1, 3)",93,4.0
1060,"C(C(R(P(3, 3), P(4, 1), P(4, 1), P(4, 1), Z(), Z(), Z()), P(3, 2)), P(4, 2), P(4, 3), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(9, 7, 9, 8, 7)",94,4.0
1061,"C(C(S(), P(2, 1)), C(C(S(), R(C(S(), P(2, 1)), P(3, 3), P(3, 3), Z(), Z())), P(4, 3)), P(4, 3))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(3, 3, 3, 3, 3)",95,4.0
1062,"C(R(P(2, 2), C(C(S(), P(3, 3)), P(3, 1), P(3, 3), C(S(), P(3, 3))), P(3, 2), Z(), Z()), P(4, 2))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(6, 8, 2, 2, 8)",96,4.0
1063,"C(C(R(P(2, 1), P(3, 3), C(S(), P(3, 2)), Z(), Z()), C(S(), P(3, 2))), P(4, 3), P(4, 1), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(5, 1, 1, 5, 3)",96,4.0
1064,"C(R(R(P(3, 3), P(4, 3), P(4, 4), C(S(), P(4, 2)), Z(), Z(), Z()), P(2, 1), Z()), C(S(), P(4, 1)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 1, 1, 3, 2)",97,4.0
1065,"C(R(P(3, 3), P(4, 4), P(4, 2), C(S(), P(4, 2)), Z(), C(R(S(), P(2, 1), Z()), Z()), Z()), P(4, 2))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 5, 2, 1, 5)",97,4.0
1066,"C(R(R(P(3, 2), P(4, 2), P(4, 2), P(4, 2), Z(), C(S(), Z()), Z()), P(2, 1), C(S(), Z())), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(0, 1, 1, 0, 0)",97,4.0
1067,"C(R(R(P(3, 3), P(4, 1), P(4, 2), P(4, 2), Z(), Z(), Z()), C(S(), C(S(), P(2, 2))), Z()), P(4, 3))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(18, 14, 18, 16, 14)",97,4.0
1068,"C(R(P(2, 1), P(3, 3), P(3, 1), C(P(1, 1), Z()), C(R(S(), P(2, 1), Z()), C(P(1, 1), Z()))), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(1, 1, 6, 2, 0)",99,4.0
1069,"C(C(S(), P(3, 3)), P(4, 2), P(4, 3), C(C(S(), P(3, 3)), P(4, 4), C(S(), P(4, 3)), C(S(), P(4, 3))))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(13, 11, 13, 12, 11)",99,4.0
1070,"C(R(C(R(P(2, 1), P(3, 1), P(3, 2), Z(), Z()), P(2, 2)), C(S(), P(3, 3)), P(3, 2), Z(), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(0, 0, 3, 1, 0)",101,4.0
1071,"C(C(C(S(), S()), P(2, 2)), P(4, 4), C(C(C(S(), S()), P(2, 2)), C(R(S(), P(2, 2), Z()), P(4, 1)), Z()))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 4, 4, 4, 4)",102,4.0
1072,"C(R(R(S(), C(R(S(), P(2, 2), Z()), P(2, 1)), Z()), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), P(4, 4)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(2, 1, 2, 2, 1)",103,4.0
1073,"C(R(S(), P(2, 1), Z()), C(R(R(P(3, 2), P(4, 3), P(4, 4), P(4, 1), Z(), Z(), Z()), P(2, 1), Z()), P(4, 1)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(7, 1, 1, 6, 3)",106,4.0
1074,"C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), C(R(P(3, 3), P(4, 3), P(4, 1), P(4, 2), Z(), Z(), Z()), P(4, 2)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(2, 4, 0, 0, 4)",107,4.0
1075,"C(R(P(3, 2), P(4, 4), P(4, 2), C(C(C(S(), S()), P(3, 2)), P(4, 2), P(4, 3), P(4, 2)), Z(), Z(), Z()), P(4, 2))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 6, 2, 0, 6)",110,4.0
1076,"C(C(R(R(P(3, 3), P(4, 4), P(4, 1), P(4, 3), Z(), Z(), Z()), P(2, 1), Z()), P(3, 3)), P(4, 3), P(4, 1), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(7, 0, 0, 6, 3)",111,4.0
1077,"C(R(R(P(2, 2), P(3, 1), P(3, 1), Z(), Z()), C(C(S(), P(2, 2)), C(S(), P(2, 2)), C(S(), P(2, 2))), Z()), P(4, 3))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(19, 15, 19, 17, 15)",112,4.0
1078,"C(R(R(P(2, 2), C(C(S(), P(2, 2)), C(P(2, 1), Z(), P(3, 3)), P(3, 3)), P(3, 2), Z(), Z()), P(2, 1), Z()), P(4, 3))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 3, 4, 4, 3)",113,4.0
1079,"C(R(P(3, 3), P(4, 3), C(R(C(S(), R(S(), P(2, 1), Z())), P(2, 2), Z()), P(4, 1)), P(4, 3), Z(), Z(), Z()), P(4, 1))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(2, 0, 0, 2, 2)",114,4.0
1080,"C(R(P(3, 1), P(4, 3), P(4, 4), P(4, 2), C(R(S(), P(2, 2), Z()), Z()), Z(), C(R(S(), P(2, 2), Z()), Z())), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(1, 0, 1, 0, 1)",114,4.0
1081,"C(R(C(R(P(3, 3), P(4, 1), P(4, 3), P(4, 1), Z(), Z(), Z()), P(2, 2)), P(3, 3), C(S(), P(3, 2)), Z(), Z()), P(4, 2))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(3, 4, 1, 0, 4)",115,4.0
1082,"C(C(R(P(3, 1), P(4, 1), P(4, 2), P(4, 4), Z(), Z(), Z()), R(P(2, 2), P(3, 3), C(S(), P(3, 2)), Z(), Z())), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(1, 0, 3, 1, 0)",115,4.0
1083,"C(R(P(3, 1), C(S(), P(4, 4)), P(4, 3), P(4, 1), Z(), Z(), Z()), C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(4, 2)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 6, 1, 0, 6)",115,4.0
1084,"C(C(R(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), P(2, 1), Z()), P(2, 2)), P(4, 3), C(R(P(1, 1), P(2, 1), Z()), P(4, 2)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(4, 6, 1, 1, 6)",116,4.0
1085,"C(C(R(C(S(), P(3, 3)), P(4, 3), C(S(), P(4, 2)), P(4, 2), C(S(), Z()), Z(), C(S(), Z())), P(2, 2)), P(4, 3), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(3, 2, 4, 2, 1)",117,4.0
1086,"C(C(C(S(), P(3, 3)), P(3, 3), P(3, 2), C(S(), P(3, 3))), C(C(S(), R(P(1, 1), P(2, 2), Z())), P(4, 3)), P(4, 1), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(5, 3, 10, 6, 4)",120,4.0
1087,"C(R(P(2, 2), C(S(), P(3, 3)), C(C(S(), P(3, 2)), C(S(), P(3, 2)), C(S(), P(3, 2)), C(S(), P(3, 2))), Z(), Z()), P(4, 3))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(15, 12, 15, 14, 12)",120,4.0
1088,"C(R(C(R(P(3, 2), P(4, 4), P(4, 2), P(4, 1), Z(), Z(), Z()), P(3, 1)), P(4, 3), P(4, 4), P(4, 1), Z(), Z(), Z()), P(4, 4))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(0, 0, 2, 0, 0)",121,4.0
1089,"C(C(C(C(S(), S()), C(S(), S())), C(S(), R(P(3, 2), P(4, 1), P(4, 1), P(4, 4), Z(), Z(), Z()))), C(P(2, 1), Z(), P(4, 4)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(5, 5, 5, 5, 5)",121,4.0
1090,"C(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), C(C(S(), R(P(3, 2), C(S(), P(4, 3)), P(4, 2), P(4, 1), Z(), Z(), Z())), P(4, 4)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(1, 1, 4, 2, 1)",122,4.0
1091,"C(C(R(R(P(3, 1), P(4, 3), C(S(), P(4, 4)), P(4, 2), Z(), Z(), Z()), P(2, 1), Z()), P(3, 3)), Z(), P(4, 3), C(S(), P(4, 4)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(1, 0, 3, 1, 1)",123,4.0
1092,"C(R(P(2, 1), C(C(S(), S()), P(3, 2)), C(R(P(3, 2), P(4, 4), P(4, 2), P(4, 4), Z(), Z(), Z()), P(3, 3)), Z(), Z()), P(4, 2))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(14, 18, 6, 4, 18)",123,4.0
1093,"C(R(P(2, 1), P(3, 3), C(C(S(), S()), P(3, 1)), Z(), Z()), C(R(P(3, 3), P(4, 3), P(4, 1), P(4, 3), Z(), Z(), Z()), P(4, 2)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(5, 7, 0, 0, 7)",123,4.0
1094,"C(R(P(3, 3), P(4, 3), P(4, 4), C(S(), C(S(), P(4, 3))), Z(), Z(), Z()), C(R(R(P(1, 1), P(2, 1), Z()), P(2, 1), Z()), P(4, 4)))","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(2, 0, 6, 2, 0)",126,4.0
1095,"C(C(C(C(S(), P(3, 2)), S(), S(), R(P(3, 3), P(4, 2), P(4, 3), P(4, 4), Z(), Z(), Z())), C(S(), P(3, 2))), P(4, 3), P(4, 4), Z())","((10, 7, 10, 3), (1, 9, 8, 1), (1, 3, 10, 8), (9, 2, 9, 4), (6, 9, 8, 2))","(6, 4, 11, 7, 5)",128,4.0
